Set,TestSet,Rep,Input,CorrOutput,PredOutput
equalFreq,test_L,9,D IH0 JH OW1 L,Y IY0,Y IY0
equalFreq,test_L,9,T IH0 K IY1 L,Y IY0,L EY0
equalFreq,test_L,9,G EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,OW0 F IH1 L,Y IY0,Y IY0
equalFreq,test_L,9,V IH0 S EY1 L,Y IY0,Y IY0
equalFreq,test_L,9,IH0 B UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,JH UW0 N EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,UW0 N UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,IH0 SH EY1 L,Y IY0,W AH0
equalFreq,test_L,9,EY0 JH IH1 L,Y IY0,W AH0
equalFreq,test_L,9,UW0 Z UW1 L,Y IY0,Y IY0
equalFreq,test_L,9,AH0 SH EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,S AH1 L,Y IY0,Y IY0
equalFreq,test_L,9,T EY0 G UW1 L,Y IY0,Y IY0
equalFreq,test_L,9,JH IH1 L,Y IY0,W AH0
equalFreq,test_L,9,S EH0 F IH1 L,Y IY0,Y IY0
equalFreq,test_L,9,L UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,CH IY0 SH AH1 L,Y IY0,Y IY0
equalFreq,test_L,9,N UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,S EH0 N IY1 L,Y IY0,Y IY0
equalFreq,test_L,9,B UW1 L,Y IY0,Y IY0
equalFreq,test_L,9,T IH0 SH IH1 L,Y IY0,W AH0
equalFreq,test_L,9,N UW1 L,Y IY0,Y IY0
equalFreq,test_L,9,M EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,S UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,T AH0 S EY1 L,Y IY0,L EY0
equalFreq,test_L,9,EY0 M EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,G UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,V EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,Z AH1 L,Y IY0,Y IY0
equalFreq,test_L,9,JH IH0 F UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,EH0 Z OW1 L,Y IY0,Y IY0
equalFreq,test_L,9,B EH0 V UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,JH IY0 V OW1 L,Y IY0,Y IY0
equalFreq,test_L,9,IY0 T AH1 L,Y IY0,Y IY0
equalFreq,test_L,9,UH0 Z UW1 L,Y IY0,Y IY0
equalFreq,test_L,9,IH0 S EH1 L,Y IY0,Y IY0
equalFreq,test_L,9,D IY0 V UH1 L,Y IY0,Y IY0
equalFreq,test_L,9,JH OW0 D EY1 L,Y IY0,Y IY0
equalFreq,test,0,P IY1 SH,W AH0,W AH0
equalFreq,test,0,JH AH1 P,L EY0,Y IY0
equalFreq,test,0,EY0 Z UW1 D,Y IY0,Y IY0
equalFreq,test,0,V UW1 K,L EY0,L EY0
equalFreq,test,0,F EY0 G IH1 G,Y IY0,Y IY0
equalFreq,test,0,T EH1 F,L EY0,L EY0
equalFreq,test,0,EY0 M EY1 P,L EY0,L EY0
equalFreq,test,0,IY0 B IY1 G,Y IY0,Y IY0
equalFreq,test,0,M OW0 G IH1 V,Y IY0,Y IY0
equalFreq,test,0,V AH1 M,Y IY0,Y IY0
equalFreq,test,0,JH EH1 SH,W AH0,W AH0
equalFreq,test,0,AH0 JH IH1 ZH,W AH0,W AH0
equalFreq,test,0,G UW0 M IH1,Y IY0,Y IY0
equalFreq,test,0,JH AH0 S UW1,Y IY0,W AH0
equalFreq,test,0,M AH0 T EH1,Y IY0,Y IY0
equalFreq,test,0,Z EH1 F,L EY0,Y IY0
equalFreq,test,0,L AH0 N UW1 CH,W AH0,W AH0
equalFreq,test,0,EH0 T OW1 Z,W AH0,W AH0
equalFreq,test,0,IH0 G IH1 T,L EY0,Y IY0
equalFreq,test,0,K UH0 D UW1 P,L EY0,L EY0
equalFreq,test,0,Z UW1 K,L EY0,L EY0
equalFreq,test,0,B EH0 M IY1 P,L EY0,L EY0
equalFreq,test,0,AH0 B EY1 F,L EY0,Y IY0
equalFreq,test,0,CH EH0 SH IH1 T,L EY0,Y IY0
equalFreq,test,0,L EY1 Z,W AH0,W AH0
equalFreq,test,0,CH IY1 ZH,W AH0,W AH0
equalFreq,test,0,S EH0 B UH1 T,L EY0,L EY0
equalFreq,test,0,Z IH0 B EY1 K,L EY0,L EY0
equalFreq,test,0,F UW1 Z,W AH0,W AH0
equalFreq,test,0,G UW0 S IY1 F,L EY0,L EY0
equalFreq,test,0,UW0 P AH1 F,L EY0,L EY0
equalFreq,test,0,F IY0 D EY1 N,Y IY0,Y IY0
equalFreq,test,0,JH IH0 S EH1 Z,W AH0,W AH0
equalFreq,test,0,CH OW0 T EH1 M,Y IY0,Y IY0
equalFreq,test,0,G AH1 G,Y IY0,Y IY0
equalFreq,test,0,EH0 JH EH1 CH,W AH0,W AH0
equalFreq,test,0,S AH0 K AH1 K,L EY0,L EY0
equalFreq,test,0,T IY0 F UH1 D,Y IY0,Y IY0
equalFreq,test,0,Z AH1 N,Y IY0,Y IY0
equalFreq,test,0,V OW0 B EY1 JH,W AH0,W AH0
equalFreq,test,0,AH0 CH AH1 P,L EY0,Y IY0
equalFreq,test,0,K EY0 SH IH1 P,L EY0,L EY0
equalFreq,test,0,CH IY0 M EH1 P,L EY0,L EY0
equalFreq,test,0,M UW1 CH,W AH0,Y IY0
equalFreq,test,0,G EH1 CH,W AH0,W AH0
equalFreq,test,0,T IH0 S IY1 JH,W AH0,W AH0
equalFreq,test,0,G OW0 T IH1 NG,Y IY0,Y IY0
equalFreq,test,0,N EY0 JH OW1,Y IY0,W AH0
equalFreq,test,0,T EY0 N IY1,Y IY0,Y IY0
equalFreq,test,0,T OW1 F,L EY0,L EY0
equalFreq,test,0,S UW1 B,Y IY0,L EY0
equalFreq,test,0,UW0 T EY1 B,Y IY0,L EY0
equalFreq,test,0,UH0 D OW1 Z,W AH0,W AH0
equalFreq,test,0,IH0 B IY1 N,Y IY0,Y IY0
equalFreq,test,0,N OW1 B,Y IY0,L EY0
equalFreq,test,0,JH EY0 F IH1,Y IY0,Y IY0
equalFreq,test,0,B OW1 Z,W AH0,W AH0
equalFreq,test,0,M UW0 Z IH1 M,Y IY0,Y IY0
equalFreq,test,0,T IH0 P IH1,Y IY0,Y IY0
equalFreq,test,0,IY0 M EY1 K,L EY0,L EY0
equalFreq,test,0,IH0 T UW1 K,L EY0,L EY0
equalFreq,test,0,B UW1 F,L EY0,L EY0
equalFreq,test,0,D AH1 V,Y IY0,W AH0
equalFreq,test,0,EH0 B EY1 CH,W AH0,W AH0
equalFreq,test,0,AH0 T IY1 K,L EY0,L EY0
equalFreq,test,0,Z EY0 P EH1 T,L EY0,L EY0
equalFreq,test,0,UW0 B IH1 G,Y IY0,Y IY0
equalFreq,test,0,M OW1 M,Y IY0,L EY0
equalFreq,test,0,K IY0 V EH1,Y IY0,Y IY0
equalFreq,test,0,JH UW0 D UW1 F,L EY0,L EY0
equalFreq,test,0,JH EH0 B UH1 CH,W AH0,W AH0
equalFreq,test,0,P EH1 SH,W AH0,W AH0
equalFreq,test,0,UW0 B IH1 CH,W AH0,W AH0
equalFreq,test,0,UW0 B EY1 K,L EY0,L EY0
equalFreq,test,0,IH0 K EH1 S,W AH0,Y IY0
equalFreq,test,0,K EY1 T,L EY0,L EY0
equalFreq,test,0,V IY0 S EH1 N,Y IY0,Y IY0
equalFreq,test,0,P IY0 N IY1 N,Y IY0,Y IY0
equalFreq,test,0,JH IH0 L AH1 T,L EY0,L EY0
equalFreq,test,0,F IH0 CH EY1 K,L EY0,L EY0
equalFreq,test,0,IY0 M OW1 V,Y IY0,Y IY0
equalFreq,test,0,G IH1 P,L EY0,L EY0
equalFreq,test,0,V UW1 SH,W AH0,W AH0
equalFreq,test,0,EH0 N OW1 G,Y IY0,Y IY0
equalFreq,test,0,V UH1 CH,W AH0,W AH0
equalFreq,test,0,IH0 M IY1 P,L EY0,L EY0
equalFreq,test,0,L EH0 L AH1 F,L EY0,L EY0
equalFreq,test,0,UW0 F OW1 ZH,W AH0,W AH0
equalFreq,test,0,N IH1 SH,W AH0,W AH0
equalFreq,test,0,G EH0 F OW1 JH,W AH0,W AH0
equalFreq,test,0,V EY1 ZH,W AH0,W AH0
equalFreq,test,0,M AH1 N,Y IY0,Y IY0
equalFreq,test,0,UW0 G UH1 SH,W AH0,W AH0
equalFreq,test,0,AH0 SH EY1 N,Y IY0,W AH0
equalFreq,test,0,M IY0 D IY1 P,L EY0,L EY0
equalFreq,test,0,T IY0 G IH1 CH,W AH0,W AH0
equalFreq,test,0,UW0 M EY1 K,L EY0,L EY0
equalFreq,test,0,EY0 P AH1 K,L EY0,L EY0
equalFreq,test,0,G EH0 SH UW1 V,Y IY0,W AH0
equalFreq,test,0,CH EH1 NG,Y IY0,Y IY0
equalFreq,test,0,IY0 F IH1 NG,Y IY0,Y IY0
equalFreq,test,0,S EH0 SH IH1 ZH,W AH0,W AH0
equalFreq,test,0,P UW1 B,Y IY0,L EY0
equalFreq,test,0,EY0 K EY1 T,L EY0,L EY0
equalFreq,test,0,CH IY0 G UH1 T,L EY0,L EY0
equalFreq,test,0,IY0 L EY1 V,Y IY0,Y IY0
equalFreq,test,0,M EH1 M,Y IY0,Y IY0
equalFreq,test,0,Z IH1 D,Y IY0,Y IY0
equalFreq,test,0,N EY0 S IH1 SH,W AH0,W AH0
equalFreq,test,0,G AH1 F,L EY0,Y IY0
equalFreq,test,0,K OW1 JH,W AH0,W AH0
equalFreq,test,0,Z IY0 V UH1 D,Y IY0,Y IY0
equalFreq,test,0,IY0 F IY1 V,Y IY0,Y IY0
equalFreq,test,0,F EH0 V OW1 JH,W AH0,W AH0
equalFreq,test,0,T IY0 G AH1 P,L EY0,L EY0
equalFreq,test,0,P AH1 V,Y IY0,Y IY0
equalFreq,test,0,K IH0 P IY1 F,L EY0,L EY0
equalFreq,test,0,L IH0 L EY1,Y IY0,Y IY0
equalFreq,test,0,SH EH1 CH,W AH0,W AH0
equalFreq,test,0,G UW0 V EH1 F,L EY0,L EY0
equalFreq,test,0,F EH0 V EH1 T,L EY0,L EY0
equalFreq,test,0,Z EY1 ZH,W AH0,W AH0
equalFreq,test,0,JH EH0 K EY1 V,Y IY0,Y IY0
equalFreq,test,0,V AH1 V,Y IY0,W AH0
equalFreq,test,0,F UH1 D,Y IY0,L EY0
equalFreq,test,0,IY0 N EY1 F,L EY0,Y IY0
equalFreq,test,0,EH0 F AH1 K,L EY0,L EY0
equalFreq,test,0,IH0 P OW1 CH,W AH0,Y IY0
equalFreq,test,0,V OW0 K UH1 K,L EY0,L EY0
equalFreq,test,0,M UW1 ZH,W AH0,W AH0
equalFreq,test,0,CH IY0 CH AH1 T,L EY0,L EY0
equalFreq,test,0,D IH1 D,Y IY0,Y IY0
equalFreq,test,0,P OW0 D IY1 CH,W AH0,W AH0
equalFreq,test,0,N EY1 P,L EY0,L EY0
equalFreq,test,0,D UW0 Z EH1 SH,W AH0,W AH0
equalFreq,test,0,B UH0 K UW1 D,Y IY0,L EY0
equalFreq,test,0,Z IY0 Z UW1 JH,W AH0,W AH0
equalFreq,test,0,EY0 N IH1 CH,W AH0,Y IY0
equalFreq,test,0,F UH0 D AH1 D,Y IY0,Y IY0
equalFreq,test,0,CH UW1 M,Y IY0,L EY0
equalFreq,test,0,K EY1 G,Y IY0,L EY0
equalFreq,test,0,P IY1 ZH,W AH0,W AH0
equalFreq,test,0,UW0 V OW1 CH,W AH0,W AH0
equalFreq,test,0,IH0 B EH1 S,W AH0,W AH0
equalFreq,test,0,T IY1 JH,W AH0,W AH0
equalFreq,test,0,JH EY1 M,Y IY0,Y IY0
equalFreq,test,0,Z IH1 V,Y IY0,W AH0
equalFreq,test,0,EH0 M UW1 B,Y IY0,Y IY0
equalFreq,test,0,UW0 K AH1 SH,W AH0,W AH0
equalFreq,test,0,UH0 K UW1 B,Y IY0,L EY0
equalFreq,test,0,CH EH1 SH,W AH0,W AH0
equalFreq,test,0,G AH1 K,L EY0,L EY0
equalFreq,test,0,D IY1 F,L EY0,L EY0
equalFreq,test,0,L EH0 P UW1 F,L EY0,L EY0
equalFreq,test,0,P IY1 F,L EY0,L EY0
equalFreq,test,0,M OW0 G IH1 N,Y IY0,Y IY0
equalFreq,test,0,M OW0 F IY1 SH,W AH0,W AH0
equalFreq,test,0,N AH1 K,L EY0,Y IY0
equalFreq,test,0,T AH0 L IH1,Y IY0,Y IY0
equalFreq,test,0,L AH1 JH,W AH0,W AH0
equalFreq,test,0,F UH0 S EY1 JH,W AH0,W AH0
equalFreq,test,0,UW0 JH UW1 ZH,W AH0,W AH0
equalFreq,test,0,UH0 D IY1 P,L EY0,L EY0
equalFreq,test,0,P OW0 L IY1,Y IY0,Y IY0
equalFreq,test,0,AH0 SH IH1 M,Y IY0,Y IY0
equalFreq,test,0,EH0 SH EH1 M,Y IY0,Y IY0
equalFreq,test,0,OW0 T EY1 F,L EY0,L EY0
equalFreq,test,0,M IY1 SH,W AH0,W AH0
equalFreq,test,0,Z IY1 T,L EY0,L EY0
equalFreq,test,0,B UH0 K EY1,Y IY0,L EY0
equalFreq,test,0,D UW1 V,Y IY0,Y IY0
equalFreq,test,0,S EY0 G UW1 F,L EY0,L EY0
equalFreq,test,0,G AH0 S UW1,Y IY0,Y IY0
equalFreq,test,0,K EH1 K,L EY0,L EY0
equalFreq,test,0,UH0 SH EY1 P,L EY0,Y IY0
equalFreq,test,0,EH0 L UH1 T,L EY0,Y IY0
equalFreq,test,0,P EY0 T IY1 S,W AH0,W AH0
equalFreq,test,0,JH EH1 Z,W AH0,W AH0
equalFreq,test,0,OW0 P AH1 Z,W AH0,W AH0
equalFreq,test,0,UH0 SH EH1 Z,W AH0,W AH0
equalFreq,test,0,EH0 S UH1 CH,W AH0,W AH0
equalFreq,test,0,N UW0 B AH1 CH,W AH0,W AH0
equalFreq,test,0,Z EH0 N EH1 S,W AH0,W AH0
equalFreq,test,0,UH0 SH EH1 G,Y IY0,Y IY0
equalFreq,test,0,EH0 M UW1 JH,W AH0,W AH0
equalFreq,test,0,AH0 N EH1 B,Y IY0,Y IY0
equalFreq,test,0,T IY0 JH OW1,Y IY0,Y IY0
equalFreq,test,0,K IY1 K,L EY0,L EY0
equalFreq,test,0,CH IY0 M EY1,Y IY0,Y IY0
equalFreq,test,0,EY0 T EH1 JH,W AH0,W AH0
equalFreq,test,0,K UH0 D AH1 Z,W AH0,W AH0
equalFreq,test,0,K UW0 G EY1 D,Y IY0,L EY0
equalFreq,test,0,D EY1 P,L EY0,L EY0
equalFreq,test,0,S AH0 G EH1 NG,Y IY0,Y IY0
equalFreq,test,0,EY0 V IY1 D,Y IY0,Y IY0
equalFreq,test,0,Z AH1 JH,W AH0,W AH0
equalFreq,test,0,JH EH0 F IH1 JH,W AH0,W AH0
equalFreq,test,0,IH0 D IH1 F,L EY0,Y IY0
equalFreq,test,0,IH0 B UW1 P,L EY0,L EY0
equalFreq,test,0,N EH1 SH,W AH0,W AH0
equalFreq,test,0,V EH0 Z EY1 JH,W AH0,W AH0
equalFreq,test,0,EH0 CH IY1 ZH,W AH0,W AH0
equalFreq,test,0,Z UW1 B,Y IY0,L EY0
equalFreq,test,0,OW0 V OW1 P,L EY0,L EY0
equalFreq,test,0,IH0 F EH1 S,W AH0,Y IY0
equalFreq,test,0,V EH0 S UH1 T,L EY0,L EY0
equalFreq,test,0,EY0 T AH1 T,L EY0,L EY0
equalFreq,test,0,M OW0 K UH1 T,L EY0,L EY0
equalFreq,test,0,IY0 N IY1 CH,W AH0,Y IY0
equalFreq,test,0,N IY1 T,L EY0,L EY0
equalFreq,test,0,D UW0 P IH1 SH,W AH0,W AH0
equalFreq,test,0,D IY0 B EY1 F,L EY0,L EY0
equalFreq,test,0,T UW1 P,L EY0,L EY0
equalFreq,test,0,T EH1 P,L EY0,L EY0
equalFreq,test,0,IY0 B EY1 P,L EY0,L EY0
equalFreq,test,0,IY0 N AH1 JH,W AH0,W AH0
equalFreq,test,0,EH0 SH IY1 ZH,W AH0,W AH0
equalFreq,test,0,SH OW0 K EH1 Z,W AH0,W AH0
equalFreq,test,0,EH0 CH OW1 F,L EY0,W AH0
equalFreq,test,0,AH0 S EH1 NG,Y IY0,Y IY0
equalFreq,test,0,UW0 P UW1 F,L EY0,L EY0
equalFreq,test,0,Z IH0 N EY1,Y IY0,Y IY0
equalFreq,test,0,CH AH1 Z,W AH0,W AH0
equalFreq,test,0,D EY0 L UH1 CH,W AH0,W AH0
equalFreq,test,0,AH0 S UH1 CH,W AH0,W AH0
equalFreq,test,0,N EY1 Z,W AH0,W AH0
equalFreq,test,0,B IH0 M EH1,Y IY0,Y IY0
equalFreq,test,0,F UW0 B EY1,Y IY0,Y IY0
equalFreq,test,0,P AH0 D OW1 M,Y IY0,Y IY0
equalFreq,test,0,F UH0 Z IH1,Y IY0,W AH0
equalFreq,test,0,UH0 S UW1 JH,W AH0,W AH0
equalFreq,test,0,T OW0 S OW1 V,Y IY0,Y IY0
equalFreq,test,0,D UW0 F OW1 N,Y IY0,Y IY0
equalFreq,test,0,G UW1 Z,W AH0,W AH0
equalFreq,test,0,JH EH1 P,L EY0,Y IY0
equalFreq,test,0,B EH0 T EY1,Y IY0,Y IY0
equalFreq,test,0,V UH0 S EH1,Y IY0,Y IY0
equalFreq,test,0,V IY1 M,Y IY0,Y IY0
equalFreq,test,0,CH AH0 L EH1 T,L EY0,L EY0
equalFreq,test,0,UH0 D IY1 V,Y IY0,Y IY0
equalFreq,test,0,SH EH0 K UH1 SH,W AH0,W AH0
equalFreq,test,0,V UH0 SH EH1 CH,W AH0,W AH0
equalFreq,test,0,EH0 T EY1 P,L EY0,L EY0
equalFreq,test,0,AH0 SH UW1 M,Y IY0,Y IY0
equalFreq,test,0,P EH0 B IY1 T,L EY0,L EY0
equalFreq,test,0,UW0 M IY1 S,W AH0,W AH0
equalFreq,test,0,UW0 N EH1 D,Y IY0,Y IY0
equalFreq,test,0,JH IY1 F,L EY0,W AH0
equalFreq,test,0,EH0 SH EY1 T,L EY0,Y IY0
equalFreq,test,0,CH IH0 N AH1,Y IY0,Y IY0
equalFreq,test,0,B IY0 Z EH1,Y IY0,W AH0
equalFreq,test,0,F AH0 Z EH1 SH,W AH0,W AH0
equalFreq,test,0,T AH0 F EH1,Y IY0,Y IY0
equalFreq,test,0,IH0 K IY1 D,Y IY0,Y IY0
equalFreq,test,0,N UW0 V OW1 G,Y IY0,Y IY0
equalFreq,test,0,N EH1 ZH,W AH0,W AH0
equalFreq,test,0,F UH0 S IH1 M,Y IY0,Y IY0
equalFreq,test,0,JH AH1 S,W AH0,W AH0
equalFreq,test,0,B UH0 L IH1 B,Y IY0,Y IY0
equalFreq,test,0,UW0 N UH1 T,L EY0,L EY0
equalFreq,test,0,K AH1 Z,W AH0,W AH0
equalFreq,test,0,B UH1 T,L EY0,L EY0
equalFreq,test,0,CH EY0 K EH1 ZH,W AH0,W AH0
equalFreq,test,0,N IH0 SH IY1 SH,W AH0,W AH0
equalFreq,test,0,F IH1 P,L EY0,L EY0
equalFreq,test,0,IY0 SH IY1 T,L EY0,Y IY0
equalFreq,test,0,B IY1 SH,W AH0,W AH0
equalFreq,test,0,JH AH1 T,L EY0,Y IY0
equalFreq,test,0,SH UW1 K,L EY0,L EY0
equalFreq,test,0,T OW0 P UW1 B,Y IY0,L EY0
equalFreq,test,0,CH UW1 K,L EY0,L EY0
equalFreq,test,0,EY0 T OW1 CH,W AH0,Y IY0
equalFreq,test,0,Z AH0 CH IY1 CH,W AH0,W AH0
equalFreq,test,0,D IH1 T,L EY0,L EY0
equalFreq,test,0,UW0 P IY1 SH,W AH0,W AH0
equalFreq,test,0,V OW0 JH IH1 P,L EY0,Y IY0
equalFreq,test,0,SH IY0 CH IY1 F,L EY0,W AH0
equalFreq,test,0,AH0 F IH1 SH,W AH0,W AH0
equalFreq,test,0,IH0 JH IY1 SH,W AH0,W AH0
equalFreq,test,0,JH UW0 F EY1 Z,W AH0,W AH0
equalFreq,test,0,K OW0 Z AH1 JH,W AH0,W AH0
equalFreq,test,0,F UW0 Z AH1 F,L EY0,Y IY0
equalFreq,test,0,UW0 V EH1 G,Y IY0,Y IY0
equalFreq,test,0,S OW1 T,L EY0,L EY0
equalFreq,test,0,OW0 Z OW1 T,L EY0,Y IY0
equalFreq,test,0,IY0 G AH1 P,L EY0,Y IY0
equalFreq,test,0,T IY1 F,L EY0,L EY0
equalFreq,test,0,M IY1 M,Y IY0,L EY0
equalFreq,test,1,P IY1 SH,W AH0,W AH0
equalFreq,test,1,JH AH1 P,L EY0,Y IY0
equalFreq,test,1,EY0 Z UW1 D,Y IY0,Y IY0
equalFreq,test,1,V UW1 K,L EY0,L EY0
equalFreq,test,1,F EY0 G IH1 G,Y IY0,Y IY0
equalFreq,test,1,T EH1 F,L EY0,L EY0
equalFreq,test,1,EY0 M EY1 P,L EY0,L EY0
equalFreq,test,1,IY0 B IY1 G,Y IY0,Y IY0
equalFreq,test,1,M OW0 G IH1 V,Y IY0,Y IY0
equalFreq,test,1,V AH1 M,Y IY0,Y IY0
equalFreq,test,1,JH EH1 SH,W AH0,W AH0
equalFreq,test,1,AH0 JH IH1 ZH,W AH0,W AH0
equalFreq,test,1,G UW0 M IH1,Y IY0,Y IY0
equalFreq,test,1,JH AH0 S UW1,Y IY0,W AH0
equalFreq,test,1,M AH0 T EH1,Y IY0,Y IY0
equalFreq,test,1,Z EH1 F,L EY0,L EY0
equalFreq,test,1,L AH0 N UW1 CH,W AH0,W AH0
equalFreq,test,1,EH0 T OW1 Z,W AH0,W AH0
equalFreq,test,1,IH0 G IH1 T,L EY0,L EY0
equalFreq,test,1,K UH0 D UW1 P,L EY0,L EY0
equalFreq,test,1,Z UW1 K,L EY0,L EY0
equalFreq,test,1,B EH0 M IY1 P,L EY0,L EY0
equalFreq,test,1,AH0 B EY1 F,L EY0,L EY0
equalFreq,test,1,CH EH0 SH IH1 T,L EY0,?
equalFreq,test,1,L EY1 Z,W AH0,Y IY0
equalFreq,test,1,CH IY1 ZH,W AH0,W AH0
equalFreq,test,1,S EH0 B UH1 T,L EY0,L EY0
equalFreq,test,1,Z IH0 B EY1 K,L EY0,L EY0
equalFreq,test,1,F UW1 Z,W AH0,W AH0
equalFreq,test,1,G UW0 S IY1 F,L EY0,L EY0
equalFreq,test,1,UW0 P AH1 F,L EY0,L EY0
equalFreq,test,1,F IY0 D EY1 N,Y IY0,Y IY0
equalFreq,test,1,JH IH0 S EH1 Z,W AH0,W AH0
equalFreq,test,1,CH OW0 T EH1 M,Y IY0,Y IY0
equalFreq,test,1,G AH1 G,Y IY0,Y IY0
equalFreq,test,1,EH0 JH EH1 CH,W AH0,W AH0
equalFreq,test,1,S AH0 K AH1 K,L EY0,L EY0
equalFreq,test,1,T IY0 F UH1 D,Y IY0,L EY0
equalFreq,test,1,Z AH1 N,Y IY0,Y IY0
equalFreq,test,1,V OW0 B EY1 JH,W AH0,W AH0
equalFreq,test,1,AH0 CH AH1 P,L EY0,Y IY0
equalFreq,test,1,K EY0 SH IH1 P,L EY0,L EY0
equalFreq,test,1,CH IY0 M EH1 P,L EY0,L EY0
equalFreq,test,1,M UW1 CH,W AH0,W AH0
equalFreq,test,1,G EH1 CH,W AH0,W AH0
equalFreq,test,1,T IH0 S IY1 JH,W AH0,W AH0
equalFreq,test,1,G OW0 T IH1 NG,Y IY0,Y IY0
equalFreq,test,1,N EY0 JH OW1,Y IY0,Y IY0
equalFreq,test,1,T EY0 N IY1,Y IY0,Y IY0
equalFreq,test,1,T OW1 F,L EY0,L EY0
equalFreq,test,1,S UW1 B,Y IY0,Y IY0
equalFreq,test,1,UW0 T EY1 B,Y IY0,Y IY0
equalFreq,test,1,UH0 D OW1 Z,W AH0,W AH0
equalFreq,test,1,IH0 B IY1 N,Y IY0,Y IY0
equalFreq,test,1,N OW1 B,Y IY0,Y IY0
equalFreq,test,1,JH EY0 F IH1,Y IY0,Y IY0
equalFreq,test,1,B OW1 Z,W AH0,W AH0
equalFreq,test,1,M UW0 Z IH1 M,Y IY0,Y IY0
equalFreq,test,1,T IH0 P IH1,Y IY0,L EY0
equalFreq,test,1,IY0 M EY1 K,L EY0,L EY0
equalFreq,test,1,IH0 T UW1 K,L EY0,L EY0
equalFreq,test,1,B UW1 F,L EY0,L EY0
equalFreq,test,1,D AH1 V,Y IY0,Y IY0
equalFreq,test,1,EH0 B EY1 CH,W AH0,W AH0
equalFreq,test,1,AH0 T IY1 K,L EY0,L EY0
equalFreq,test,1,Z EY0 P EH1 T,L EY0,L EY0
equalFreq,test,1,UW0 B IH1 G,Y IY0,Y IY0
equalFreq,test,1,M OW1 M,Y IY0,Y IY0
equalFreq,test,1,K IY0 V EH1,Y IY0,Y IY0
equalFreq,test,1,JH UW0 D UW1 F,L EY0,L EY0
equalFreq,test,1,JH EH0 B UH1 CH,W AH0,W AH0
equalFreq,test,1,P EH1 SH,W AH0,W AH0
equalFreq,test,1,UW0 B IH1 CH,W AH0,W AH0
equalFreq,test,1,UW0 B EY1 K,L EY0,L EY0
equalFreq,test,1,IH0 K EH1 S,W AH0,Y IY0
equalFreq,test,1,K EY1 T,L EY0,L EY0
equalFreq,test,1,V IY0 S EH1 N,Y IY0,W AH0
equalFreq,test,1,P IY0 N IY1 N,Y IY0,Y IY0
equalFreq,test,1,JH IH0 L AH1 T,L EY0,L EY0
equalFreq,test,1,F IH0 CH EY1 K,L EY0,L EY0
equalFreq,test,1,IY0 M OW1 V,Y IY0,Y IY0
equalFreq,test,1,G IH1 P,L EY0,L EY0
equalFreq,test,1,V UW1 SH,W AH0,W AH0
equalFreq,test,1,EH0 N OW1 G,Y IY0,Y IY0
equalFreq,test,1,V UH1 CH,W AH0,W AH0
equalFreq,test,1,IH0 M IY1 P,L EY0,L EY0
equalFreq,test,1,L EH0 L AH1 F,L EY0,L EY0
equalFreq,test,1,UW0 F OW1 ZH,W AH0,W AH0
equalFreq,test,1,N IH1 SH,W AH0,W AH0
equalFreq,test,1,G EH0 F OW1 JH,W AH0,W AH0
equalFreq,test,1,V EY1 ZH,W AH0,W AH0
equalFreq,test,1,M AH1 N,Y IY0,Y IY0
equalFreq,test,1,UW0 G UH1 SH,W AH0,W AH0
equalFreq,test,1,AH0 SH EY1 N,Y IY0,W AH0
equalFreq,test,1,M IY0 D IY1 P,L EY0,L EY0
equalFreq,test,1,T IY0 G IH1 CH,W AH0,W AH0
equalFreq,test,1,UW0 M EY1 K,L EY0,L EY0
equalFreq,test,1,EY0 P AH1 K,L EY0,L EY0
equalFreq,test,1,G EH0 SH UW1 V,Y IY0,Y IY0
equalFreq,test,1,CH EH1 NG,Y IY0,Y IY0
equalFreq,test,1,IY0 F IH1 NG,Y IY0,Y IY0
equalFreq,test,1,S EH0 SH IH1 ZH,W AH0,W AH0
equalFreq,test,1,P UW1 B,Y IY0,Y IY0
equalFreq,test,1,EY0 K EY1 T,L EY0,L EY0
equalFreq,test,1,CH IY0 G UH1 T,L EY0,L EY0
equalFreq,test,1,IY0 L EY1 V,Y IY0,Y IY0
equalFreq,test,1,M EH1 M,Y IY0,Y IY0
equalFreq,test,1,Z IH1 D,Y IY0,Y IY0
equalFreq,test,1,N EY0 S IH1 SH,W AH0,W AH0
equalFreq,test,1,G AH1 F,L EY0,Y IY0
equalFreq,test,1,K OW1 JH,W AH0,W AH0
equalFreq,test,1,Z IY0 V UH1 D,Y IY0,Y IY0
equalFreq,test,1,IY0 F IY1 V,Y IY0,Y IY0
equalFreq,test,1,F EH0 V OW1 JH,W AH0,W AH0
